Secteur statistique;Indice synthétique de difficulté 2010
11002U21-;0.206997283279905
11002U22-;1.35591909117951
11002U30-;-0.461856682887341
11002U31-;-0.781904776512973
11002U32-;-0.586563189107994
11002U33-;-0.475393969281382
11002U40-;-0.984707430684539
11002U41-;-0.758738838593747
11002U43-;-0.997996617959325
11002U47-;-1.21078544489187
11002U57-;-0.432933557054006
11002U60-;-0.531000369846604
11002V00-;-0.031764045054186
11002V01-;-0.161088965114502
11002V02-;0.518929417426675
11002V03-;0.075571053506751
11002V04-;-0.369034296969592
11002V05-;-0.027099140250634
11002V10-;0.272652375914118
11002V11-;0.018321861533773
11002V12-;0.804460135810786
11002V13-;0.49382701855229
11002V14-;-0.193191322817143
11002V19-;-1.39848266689297
11002V20-;-0.362265343781255
11002V21-;1.13407129939111
11002V22-;-0.606071524395392
11002V23-;-1.05652269833967
11002V301;-0.066468556677476
11002V312;-0.76406023123604
11002V322;-1.28115176817868
11004A00-;-0.876382077057844
11004A01-;-1.16034665716065
11004A02-;-0.855919626191334
11004A03-;-0.783799451889833
11004A081;-0.962254637378189
11004A09-;-0.819002538210339
11004A10-;-0.944781742177663
11004A18-;-0.548741455907915
11004A19-;-0.915748380775131
11004A21-;-0.546475764878252
11004A220;-0.787593191898689
11004A23-;-1.06566809377936
11004A242;-0.670984807736923
11004A29-;-0.305355037750926
11004B000;-1.13215100757772
11004B010;-1.54434189918673
11004B022;-1.45240104917697
11004B081;-0.794770343195125
11004B090;-0.733350895951601
11004B19-;-0.837027310069687
11005A00-;-0.20286737133922
11005A01-;0.06832968282035
11005A02-;-0.407973402507354
11005A03-;0.087659892319062
11005A04-;-0.163967055491695
11005A051;-1.36092105937704
11005A093;0.898236623404658
11005A10-;-0.730511501630912
11005A184;-1.13981480921015
11005A191;-1.0888382193484
11005A20-;-0.07375867241571
11005A211;-0.723628299860279
11005A22-;-1.05493315813516
11005A232;-0.356752194434562
11005A242;-1.26256154871479
11005A25-;-1.38531794304448
11005A30-;0.16053419127019
11007A00-;-0.812037581061181
11007A01-;-0.78744219466824
11007A020;-1.30097879338437
11007A03-;-0.636514032100631
11007A04-;-0.480435311314755
11007A080;-0.760158829412589
11007A09-;-0.834378168623986
11008A00-;-0.496281141942436
11008A01-;-0.298877757064497
11008A020;-0.848067036269705
11008A03-;-0.876059955467703
11008A04-;-0.850353931709786
11008A0AA;-1.25557894666826
11008A0BJ;-0.753632788996398
11008A0PA;-1.27680643505313
11008A10-;-0.655964794998699
11008A11-;-0.894237888831617
11008A12-;-1.05130979799121
11008A19-;-0.407882770333052
11008A20-;-0.922100140293304
11008A21-;-0.931027283660754
11008A22-;-0.285361001437214
11008A283;-0.725316168775402
11008A30-;-0.76886328935502
11008A31-;-0.924267757728928
11008A32-;-0.281020847610154
11008A332;-0.82607241569719
11008A381;-0.426205253087464
11008A3MB;-0.644724666033827
11008A3PB;-0.555676330655728
11008A40-;-0.877622012915883
11008A49-;-0.741650495306467
11008A500;-0.728824421806008
11008A510;-0.469153632284258
11009A000;-0.480675629482563
11009A01-;-0.759098643465826
11009A03-;-1.12967427831467
11009A042;-1.0075264549109
11009A0AD;0.412726692803069
11009A0MC;-1.05238346836376
11009A0PD;-0.855898562212649
11009A0QC;-0.472775345293355
11009A20-;-1.06673516615935
11009A21-;-0.87365089247619
11009A222;-0.888287189153199
11009A30-;-0.732328546946784
11009A38-;-0.900584170817828
11009A3AB;-1.22838596678942
11009A3PB;-0.738423546672121
11009A49-;-0.526944575336691
11009A5AA;-0.889844981424552
11009A5PA;-0.901181638693485
11009B00-;-0.593239005321846
11009B01-;-1.10485828249938
11009B02-;-0.304982973548315
11009B032;-0.89518650436867
11009B08-;-0.874615149022112
11009B091;-0.840725884016041
11009B18-;-0.645404037133582
11009B19-;-0.70393335956315
11009B20-;-0.734957759379114
11009B29-;-0.63092569011682
11009B2PA;-0.726126427367667
11009C00-;-0.973194974803257
11009C01-;-0.943137408963234
11009C020;-1.1767698796156
11009C03-;-0.818299467204769
11009C08-;-0.367042202928873
11009C090;-1.08489158168691
11013A00-;-0.79671736295688
11013A01-;-0.875817523294528
11013A02-;-0.909575893410343
11013A03-;-1.02863409362505
11013A040;-1.08778203412014
11013A050;-0.689677996739023
11013A101;-1.07169270590021
11013A11-;-1.0489755213698
11013A12-;-0.822092423657406
11013A132;-1.16433321939621
11013A142;-0.93886387553621
11013A19-;-0.677633612201362
11013A20-;-0.444887396734125
11013A21-;-0.856347478666936
11016A000;-0.368238514313981
11016A010;-0.23038300571125
11016A021;-0.050436254715246
11016A042;-0.496954258213582
11016A052;-0.671582865614222
11016A091;-0.747481321625014
11016A101;-0.629964908183987
11016A112;-0.898633784258211
11016A180;-0.652181749204897
11016A191;-0.462695438263706
11016A1AJ;-0.461086635968094
11016A200;-0.654282026016002
11016A262;-0.36936310771566
11016A273;-0.240472643728155
11016A281;-0.136366021046636
11016A291;-0.357340344703788
11016A300;-0.542073390786256
11016A391;-0.540685466585925
11016A3AJ;-0.627315743961598
11016A401;0.115920223084161
11016A412;-0.653299589446166
11016A501;-0.662842123989903
11016A592;-0.619896576262775
11016A60-;-0.507225240986736
11016A691;-0.680764383101401
11018A000;-0.936463749640983
11018A010;-1.08298996020717
11018A021;-0.572321601289355
11018A030;-0.933276767187169
11018A042;-0.855433191134732
11018A054;-0.699416340508711
11018A101;-0.438343242151705
11018A111;-0.313971501496849
11018A122;-0.520863140990784
11018A132;-1.21984514691392
11018A143;-0.793495366122452
11018A170;-0.504518567674341
11018A1MJ;-0.819854631365364
11021A00-;-0.982594902373582
11021A01-;-0.868316088919072
11021A02-;-0.927812507119369
11021A03-;-0.986691390353855
11021A04-;-1.04267231250071
11021A052;-1.20841162127216
11021A062;-1.14506654219902
11021A19-;-0.619217829900907
11022A001;-0.769473872835074
11022A012;-1.08283387385965
11022A02-;-0.889966896348776
11022A032;-1.02185017211716
11022A080;-0.862033085876444
11022A10-;-0.85292562107456
11022A11-;-0.818084504636949
11022A120;-0.889253671902025
11022A132;-1.24881468576075
11022A19-;-0.848762350282466
11022A201;-0.507628699594765
11022A21-;-0.838906932258474
11022A22-;-0.998781542745063
11022A232;-0.995341618875939
11022A2AA;-0.924515091506038
11022A2MA;-0.294112994059153
11022A30-;-0.783004628226669
11022A31-;-0.787859506713137
11022A322;-1.03779318670518
11022A382;-0.883110449575002
11022A39-;-0.144114800446655
11022A401;-0.260967903919973
11022A412;-0.689781842649462
11022A423;-1.05975598690239
11022A48-;-0.743805544550815
11022A49-;-0.299151646321351
11022A50-;-0.244819922200858
11022A582;-0.686263505898712
11022A682;-0.599934853963117
11023A00-;-0.641997601391659
11023A01-;-1.06469005818316
11023A02-;-0.916371597215657
11023A03-;-0.900503339347567
11023A04-;-0.857778556466016
11023A050;-0.883794584717229
11023A062;-1.05280356912761
11023A08-;-0.368643656673621
11023A10-;-0.791475368822318
11023A11-;-0.665367744981646
11023A122;-1.23003982563748
11023A133;-0.959995983855674
11023A191;-0.64766311878771
11023A200;-0.482416704552912
11023A212;-0.54671451255382
11023A280;-1.13938475985562
11023A291;-0.517719255886912
11023B30-;-0.877940161881214
11023B31-;-0.658517806830639
11023B32-;-1.05222764471433
11023B330;-0.962671691127
11023B391;-1.04195902766692
11023B40-;-0.969695139273177
11023B49-;-1.06738198085833
11024A00-;-0.341520792580121
11024A01-;-0.940764736134858
11024A02-;-1.24113636201794
11024A03-;-0.838095452820296
11024A04-;-0.994910391313888
11024A05-;-0.977883107455428
11024A09-;-0.802984175708346
11024A10-;-0.915219969967516
11024A111;-1.00127619315436
11024A132;-1.1534635702854
11024A191;-0.878830242950313
11024A1MA;-1.20836630090292
11024A1PA;-0.409638130269671
11024A200;-1.09410317567054
11024A210;-0.876525484031487
11024A220;-1.27173198358747
11024A280;-0.857867925644789
11024A291;-1.14044382885772
11024A30-;-1.02058966012638
11024A412;-1.21760583530481
11024A423;-1.26899633480625
11024A434;-1.20845507519924
11024B00-;-1.08280740303377
11024B012;-0.651868601292622
11024B08-;-1.05483335579669
11024B091;-0.895387838916064
11024B190;-1.17021715793238
11025A000;-1.03690834113901
11025A01-;-0.679112411429628
11025A02-;-1.26647855498667
11025A042;-1.31545007469963
11025A053;-1.28408847772962
11025A08-;-1.24023917248827
11025A091;-0.97717197948583
11025A184;-1.0487810065805
11029A00-;-0.442415454879632
11029A01-;-0.964459182786212
11029A02-;-1.03674360102136
11029A041;-0.704310830936115
11029A07-;-0.697803010142156
11029A10-;-0.789636360913844
11029A11-;-0.913089454305945
11029A12-;-1.01349415293532
11029A13-;-0.723351562610683
11029A14-;-0.801821891272264
11029A172;-0.795788887221249
11029A191;2.29318849128703
11029A201;-0.562750344269553
11029A211;-1.10455495756511
11029A22-;-0.770218652160396
11029A232;-0.522199669055934
11029A242;-1.15900944879332
11029A301;-0.992395955536714
11030A00-;-0.692682460411441
11030A01-;-0.494608867944292
11030A02-;-0.798762153011762
11030A03-;-0.782063302608798
11030A10-;-0.785230461875296
11030A17-;-0.982341668918055
11035A000;-0.778226270562387
11035A01-;-1.07434937808365
11035A022;-0.831610706351313
11035A08-;-1.22867065574061
11035A091;-0.632632254947557
11035A10-;-1.15539577947253
11035A20-;-1.05222933501433
11035A29-;-0.82456425315378
11035A30-;-0.829413810383173
11035A39-;-1.02027845548337
11035B00-;-0.840892870945564
11035B010;-0.980889487745729
11035B02-;-1.20075277448968
11035B032;-1.10728375296794
11035B043;-0.928658405556766
11035B080;-0.455967150473423
11035B091;-0.863264894742469
11035B19-;-0.81274568073535
11035B2MA;-0.992426246237065
11035B2PA;-0.68313294542281
11035C00-;-0.830362798747172
11035C01-;-1.07019341362738
11035C022;-1.29631924417451
11035C081;-0.459320386865231
11035C09-;-0.731860188910305
11035C19-;-1.33806038537288
11035C29-;-0.439244197981612
11035C39-;-0.909462497088697
11035D001;-0.63939123375869
11035D012;-0.9449106593429
11035D0AA;-1.12152808194913
11035D0PA;-0.963730988495287
11035D10-;-1.01796784061484
11035D19-;-0.517345586330998
11037A01-;-1.25359187486324
11037A02-;-0.852154806879396
11037A032;-1.32591283137577
11037A080;-0.811392789062575
11037A091;-0.964388483166968
11037A0ON;-0.975966864977124
11037A10-;-0.804463699335791
11037A19-;-1.02456201647098
11037B00-;-0.522479414854971
11037B01-;-0.405793796500474
11037B022;-0.435767149288199
11037B091;-0.689847929431484
11037C000;-1.03069629445302
11037C010;-0.932338066519006
11037C022;-1.18674099019764
11037C081;-1.06564826127564
11037C090;-0.653888803667942
11037C100;-1.21464815933747
11037C110;-1.13278211856232
11037C12-;-1.18712770678131
11037C180;-0.863137713842911
11037C19-;-1.18864202929076
11037C20-;-0.67112015118345
11038A000;-0.877132997133262
11038A010;-1.12001550611078
11038A020;-0.273615530784775
11038A030;-1.26130752842399
11038A04-;-1.26728174144658
11038A070;-1.2915784092251
11038A090;-1.20020427019148
11038A1AR;-0.402119990621503
11039A00-;-0.886962006715295
11039A010;-0.78406986595882
11039A02-;-0.415267633599709
11039A03-;-0.777042470696218
11039A04-;-0.699614258857932
11039A081;-0.535910862057043
11039A09-;-0.299682103452841
11039A10-;-0.755424021880161
11039A11-;-0.62752355734921
11039A122;-0.769214035028401
11039A20-;-0.42172793309361
11039A21-;-0.344505149262086
11039A22-;-0.779853603139266
11039A23-;-0.667744455578327
11039A28-;-0.541589467460433
11039A29-;-0.550788994652321
11039B000;-0.748788387405905
11039B01-;-0.928461492831905
11039B02-;-0.723396934690987
11039B032;-0.774083158939381
11039B08-;-1.1724411277664
11039B091;-0.179250747263992
11039B10-;-0.443040987106265
11039B19-;-0.536071174211955
11040A00-;-0.621600051734236
11040A01-;-0.797198555716594
11040A02-;-0.847996380272771
11040A03-;-0.646559822316484
11040A040;-0.742182547984352
11040A050;-0.992365474362236
11040A060;-0.802848605972951
11040A072;-0.760802960613687
11040A0AA;-0.729332241631454
11040A0PA;-1.02021152190781
11040A10-;-0.748670884738511
11040A11-;-0.883396245456331
11040A12-;-1.00116390410925
11040A13-;-1.05822573713809
11040A14-;-0.694485061868248
11040A182;-0.46752737628005
11040A201;-0.572719238860467
11040A211;-0.868748845525294
11040A222;-0.702904224106954
11040A232;-0.52970247767947
11040A242;-0.45933913034879
11040A253;-0.741597297922201
11040A27-;-0.471403982390782
11040A30-;-0.806778512457318
11040A312;-1.42589049067005
11040A322;-0.392841735929023
11040A381;-0.325643263657001
11040A391;-0.392108892547545
11040A40-;-0.862714388041506
11040A410;-0.917494434403471
11040A67-;-0.705820181545879
11044A001;-0.949133854573881
11044A010;-1.20952092745577
11044A02-;-1.1969110041007
11044A032;-0.81215403341198
11044A042;-1.24009697220868
11044A0PN;-0.977004375597619
11044A10-;-0.874182605197149
11044A112;-0.953221454888035
11044A21-;-1.08350737673647
11044B001;-0.907312849838489
11044B012;-1.14758500108428
11044B022;-0.93018186023662
11044B091;-1.20536740515209
11044B100;-1.33154682508077
11044B11-;-1.20704312136497
11044B19-;-0.702034421750996
11050A000;-0.901052316016822
11050A01-;-0.566746404220747
11050A02-;-1.06472933262014
11050A03-;-0.968410400492542
11050A04-;-1.01173893462772
11050A052;-1.34652292626243
11050A100;-0.747239470552375
11050A110;-1.03198593341396
11050A19-;-1.05779020163872
11050A274;-0.561492868115884
11052A00-;-0.687005079280247
11052A010;-1.24307147016138
11052A02-;-0.915519478475234
11052A03-;-1.22400222787245
11052A041;-1.09801713246048
11052A052;-1.08586586686683
11052A072;-0.432164971579885
11052A08-;-0.944913714358306
11052A091;-0.594647776227037
11052A100;-0.594900721727127
11052A110;-0.88628333988327
11052A12-;-0.781175143300955
11052A180;-0.723569730432597
11052A200;-0.743728662049353
11052A212;-0.264467452680971
11052A28-;-0.954301837734986
11052A290;-0.786032057494066
11052A3PA;-0.979861915876983
11053A000;-0.574371326478673
11053A02-;-0.940324008125527
11053A03-;-0.670406041741974
11053A04-;-0.609496677267336
11053A052;-0.423441377500447
11053A091;-0.652544209618327
11053A101;-0.567921677414432
11053A11-;-0.873100215106343
11053A122;-0.813114322881055
11053A132;-0.884841466075235
11053A1AA;-1.14636457357934
11053A1BB;-0.872380822484035
11053A1PA;-1.02233853774873
11053A1QB;-0.638195076157759
11053A21-;-0.788966945379603
11053A29-;-0.399440971721571
11053A381;-0.436541063496864
11053A400;-0.823413255245234
11053A480;-0.374051418927976
11053A49-;-0.501890357849104
11053A512;-0.541807699798918
11053A591;-0.549074608751824
11053A610;-0.782602472914138
11053A622;-1.20118863439394
11053A681;-0.882972402096893
11053B000;-0.662171636102045
11053B01-;-0.206600334447863
11053B022;-0.90604884975838
11053B033;-0.950689499038119
11053B081;-0.41595808400166
11053B09-;-0.404401453711808
11053B10-;-0.185363049321959
11053B18-;-0.088600210879093
11053B19-;-0.540891322562106
11054A00-;-0.847017703277959
11054A01-;-0.675157474795463
11054A02-;-0.959642326335143
11054A0AA;-1.2167980798732
11054A0BA;-0.90799831601464
11054A0CB;-1.15312382281859
11054A0PA;-0.687336984360659
11054A0QB;-0.470004936808208
11054A19-;-0.533593987469674
11054B00-;-1.10258123228322
11054B01-;-0.571440108653543
11054B022;-1.15990421065128
11054B08-;-0.824768364028648
11054B091;-0.822175155456269
11054C00-;-0.848924104874823
11054C01-;-0.967362456625739
11054C081;-0.629722287003233
11054C0AA;-0.980858840566146
11054C0PA;-0.587213318815625
11054C112;-0.670086229112924
11054C19-;-1.02417253801748
11054D00-;-1.01350013670883
11054D08-;-0.741785689683869
11054D0AA;-0.981975330749676
11054D0PA;-0.976989246030884
11054D19-;-0.861044580543722
11054E00-;-0.714782757341523
11054E01-;-1.05611382072038
11054E022;-0.779115693648306
11054E08-;-0.599587035035026
11054E091;-1.24544748748575
11055A000;-0.858290179361859
11055A02-;-0.875607668927841
11055A03-;-0.967314802916991
11055A091;-0.834246860780968
11055A0BP;-1.12256547564485
11055A0PN;-0.921588794221035
11055A10-;-0.402327632587587
11055A11-;-0.176750344939305
11055A142;-1.02234369744353
11055A152;-0.91796152183885
11055A181;-1.13703473972171
11055A213;-0.904379395239592
11055A224;-1.15375221478337
11055A235;-0.959319141494203
11055A242;-1.06240950740254
11055A293;-0.684078259554184
11055A313;-0.528605141958851
11055B000;-1.01039184536579
11055B010;-1.09822854109665
11055B02-;-0.664370783083293
11055B030;-0.995086064577163
11055B080;-0.770762555555853
11055B090;-0.666995035240361
11055B110;-0.876610280541484
11055B120;-1.03655514415696
11056A00-;-0.649827297708171
11056A01-;-0.700864212275843
11056A02-;-0.752619895764836
11056A03-;-1.08546294109779
11056A04-;-1.0287578433642
11056A05-;-0.981581006883684
11056A081;-0.875567149876277
11056A091;-0.767234763788861
11056A210;-0.880371862127255
11056A220;-0.811515102241962
11056A312;-1.17443714530618
11056A412;-0.585993008593813
11056B00-;-0.786739488346667
11056B01-;-0.938528088975736
11056B02-;-0.666230193222107
11056B032;-0.99060801004996
11056B053;-0.561997403153861
11056B091;-1.06840726623139
11056B17-;-0.688269302488998
11056B273;-0.685801666824273
12005A000;-0.807163854049025
12005A01-;-1.20249764515317
12005A02-;-1.11441893081609
12005A032;-0.853793278719202
12005A081;-0.516336209695028
12005A091;-1.3269948585553
12005A100;-1.00865470629599
12005A11-;-1.08448993709543
12005A122;-1.35507590468574
12005A190;-0.91264226162214
12005B00-;-0.654509860022725
12005B01-;-1.08151114843397
12005B022;-0.779890001648552
12005B0PN;-0.847452105712681
12005B18-;-1.10083608796515
12005B191;-1.06424314339034
12005B202;-1.50946193426743
12005B291;-1.07273875997752
12005B39-;-0.764470421181138
12025A00-;0.570263841642948
12025A011;0.384296504541787
12025A02-;0.283713412079168
12025A031;-0.164062689437339
12025A041;-0.702254762404948
12025A05-;0.169109555235982
12025A06-;0.10418843962703
12025A10-;-0.376553310928053
12025A11-;-0.587043652803637
12025A12-;-0.484299397272355
12025A131;1.14727842739269
12025A182;-0.874263889396888
12025A192;-1.58304885565743
12025A20-;0.270871083321517
12025A21-;-0.538376054538956
12025A22-;-0.478376816593428
12025A23-;-0.952788129156798
12025A245;-0.210019124308332
12025A256;-1.06930064586207
12025A301;0.066862708768774
12025A31-;-0.621361748586645
12025A32-;-0.345378842042837
12025A332;-0.133433007313051
12025A342;-0.27962662178062
12025A401;-0.24102426625355
12025A410;-0.808591227716778
12025A42-;-0.546230587431335
12025A430;-0.326306322825723
12025A441;-1.32845281922493
12025A45-;-1.05880650818542
12025A462;-0.554262969681432
12025A470;-0.895060456876368
12025A50-;-0.689253840141457
12025A51-;-1.01565692180525
12025A521;-0.608139361036858
12025A532;1.2157371285971
12025A57-;-0.986347429977812
12025A60-;0.173940496425047
12025A61-;1.08490268325387
12025A620;-0.193932667590672
12025A631;-0.238317347974013
12025A64-;0.211057713230358
12025A662;-0.621821532259879
12025A67-;-0.030399936548769
12025A690;1.07900747443593
12025A6MJ;-1.07011744721215
12025A70-;0.27688050999487
12025A77-;0.18139675424607
12025A7MJ;-1.37281634788666
12025A80-;-0.875494385049795
12025A810;-0.523039004296891
12025A82-;-0.647318049102821
12025A830;-1.31069583037014
12025A84-;-1.22645732122676
12025A88-;-0.930532956242743
12025A899;-0.621023599540807
12025A912;-0.079934794460694
12025A921;0.395923958826879
12025A932;-0.127448288190019
12025A942;0.273039190672155
12025A952;-0.047950151528611
12025B000;-1.10680569189904
12025B01-;-1.24757208696918
12025B020;-1.25866073231194
12025B032;-0.509252080123227
12025B042;-1.17378583387106
12025B081;-0.995971813537557
12025B091;-1.09619573056328
12025C00-;-1.18100442105525
12025C01-;-0.944137761871246
12025C022;-1.21873779982772
12025C091;-1.07766067226273
12025D00-;-0.942665688085756
12025D012;-1.38223516463839
12025D091;-1.15306859420846
12025E001;-1.0065976401593
12025E012;-0.792699614886485
12025F00-;-1.0193629212227
12025F01-;0.587316362148695
12025F02-;-0.175744602583935
12025F032;-1.32160549090787
12025F041;-0.967525204784939
12025F052;-0.932708592214353
12025F102;-1.23896638025328
12025F191;-1.24520670274182
12025F200;-0.505273599900755
12025F290;-1.04180846221054
12025F312;-1.1986643063439
12025F391;-1.21584126489894
12035A001;-0.528918850241042
12035A011;-0.851528457254969
12035A022;-1.00068383583437
12035A032;-1.07703134909128
12035A042;-1.11517446430642
12035A072;-0.949201890783207
12035A081;-0.73022929075515
12035A091;-0.641272269444415
12035A101;-0.727453713374717
12035A110;-0.992037288242338
12035A123;-1.051871774065
12035A200;-0.907050846786797
12035A211;-1.24156661744147
12035A222;-0.193798812961779
12035A233;-1.15059877110704
12035A244;-1.1742519049314
12035A282;-0.973331221880966
12035A291;-0.843578489515054
12035B00-;-0.85591960355744
12035B01-;-0.709798455492645
12035B02-;-1.10659219655273
12035B032;-1.32063068973571
12035B0AA;-1.01581269692785
12035B0PA;-0.80010769656033
12035B191;0.05085168018396
13031A000;-0.579710579754286
13031A010;-0.885396884412294
13031A022;-1.0767281348944
13031A033;-0.851700877095783
13031A044;-0.69537389537222
13031A085;-0.939003042211757
13031A091;-0.782105744713099
13031A100;-0.905571841132352
13031A11-;-0.687317946025086
13031A122;-0.607084885412785
13031A1PN;-0.176395575210006
13031A20-;-0.667147742872129
13031A211;-0.77169814069314
13031A22-;-0.732336454162302
13031A232;-0.870038831915282
13031A242;-1.20283505866892
13031A280;-0.849445663676595
13031A291;-0.92895733892611
13035A00-;-0.390179838305596
13035A01-;-0.6850705464661
